Adv_ID,CH-lvl,size,level_id,name,tier,snakes,path_mode,path_count,total_unique_solutions,solves_file,solve_count,tilebag_key,tiles_json
2385,,5x5,5x5-0B-ACR,ACR,0B,1,single,1,2,5x5-0B-ACR.json,2,DC_DS_ET_LL_RC_SH_SSx2_UTx4,"{""DC"": 1, ""DS"": 1, ""ET"": 1, ""LL"": 1, ""RC"": 1, ""SH"": 1, ""SS"": 2, ""UT"": 4}"
2386,,5x5,5x5-0B-ACS,ACS,0B,1,single,1,1,5x5-0B-ACS.json,1,DSx2_ET_LL_QC_RC_SH_SS_UTx4,"{""DS"": 2, ""ET"": 1, ""LL"": 1, ""QC"": 1, ""RC"": 1, ""SH"": 1, ""SS"": 1, ""UT"": 4}"
2387,,5x5,5x5-0B-ACT,ACT,0B,1,single,1,1,5x5-0B-ACT.json,1,ET_LC_LL_RC_SH_SS_UTx5_VL,"{""ET"": 1, ""LC"": 1, ""LL"": 1, ""RC"": 1, ""SH"": 1, ""SS"": 1, ""UT"": 5, ""VL"": 1}"
2388,,5x5,5x5-0B-ACU,ACU,0B,1,single,1,1,5x5-0B-ACU.json,1,DC_DSx2_ET_LL_RC_SH_SS_UTx4,"{""DC"": 1, ""DS"": 2, ""ET"": 1, ""LL"": 1, ""RC"": 1, ""SH"": 1, ""SS"": 1, ""UT"": 4}"
2389,,5x5,5x5-0B-ACV,ACV,0B,1,single,1,1,5x5-0B-ACV.json,1,DC_ET_LL_QCx2_RC_SH_SS_UTx4,"{""DC"": 1, ""ET"": 1, ""LL"": 1, ""QC"": 2, ""RC"": 1, ""SH"": 1, ""SS"": 1, ""UT"": 4}"
2390,,5x5,5x5-0B-ACW,ACW,0B,1,single,1,1,5x5-0B-ACW.json,1,DCx2_DSx2_ET_LL_RC_SH_UTx4,"{""DC"": 2, ""DS"": 2, ""ET"": 1, ""LL"": 1, ""RC"": 1, ""SH"": 1, ""UT"": 4}"
2391,,5x5,5x5-0B-ACX,ACX,0B,1,single,1,3,5x5-0B-ACX.json,3,DC_DS_ET_LL_QC_RC_SH_SS_UTx4,"{""DC"": 1, ""DS"": 1, ""ET"": 1, ""LL"": 1, ""QC"": 1, ""RC"": 1, ""SH"": 1, ""SS"": 1, ""UT"": 4}"
2392,,5x5,5x5-0B-ACY,ACY,0B,1,single,1,1,5x5-0B-ACY.json,1,DC_DS_ET_LR_RC_SH_SS_SZ_UTx4,"{""DC"": 1, ""DS"": 1, ""ET"": 1, ""LR"": 1, ""RC"": 1, ""SH"": 1, ""SS"": 1, ""SZ"": 1, ""UT"": 4}"
2393,,5x5,5x5-0B-ACZ,ACZ,0B,1,single,1,1,5x5-0B-ACZ.json,1,DS_ET_LR_QCx3_RC_SH_UTx4,"{""DS"": 1, ""ET"": 1, ""LR"": 1, ""QC"": 3, ""RC"": 1, ""SH"": 1, ""UT"": 4}"
2394,,5x5,5x5-0B-ADA,ADA,0B,1,single,1,1,5x5-0B-ADA.json,1,DCx2_DS_ET_QCx2_RC_SH_UTx4,"{""DC"": 2, ""DS"": 1, ""ET"": 1, ""QC"": 2, ""RC"": 1, ""SH"": 1, ""UT"": 4}"
2395,,5x5,5x5-0B-ADB,ADB,0B,1,single,1,5,5x5-0B-ADB.json,5,ET_LC_LL_QC_RC_SH_UTx5_VL,"{""ET"": 1, ""LC"": 1, ""LL"": 1, ""QC"": 1, ""RC"": 1, ""SH"": 1, ""UT"": 5, ""VL"": 1}"
2396,,5x5,5x5-0B-ADC,ADC,0B,1,single,1,1,5x5-0B-ADC.json,1,ET_HLx2_LCx3_SH_SS_UTx4,"{""ET"": 1, ""HL"": 2, ""LC"": 3, ""SH"": 1, ""SS"": 1, ""UT"": 4}"
2397,,5x5,5x5-0B-ADD,ADD,0B,1,single,1,1,5x5-0B-ADD.json,1,DS_ET_HLx2_LCx3_SH_UTx4,"{""DS"": 1, ""ET"": 1, ""HL"": 2, ""LC"": 3, ""SH"": 1, ""UT"": 4}"
2398,,5x5,5x5-0B-ADE,ADE,0B,1,single,1,1,5x5-0B-ADE.json,1,ET_HL_LCx3_QC_SH_UTx4_VL,"{""ET"": 1, ""HL"": 1, ""LC"": 3, ""QC"": 1, ""SH"": 1, ""UT"": 4, ""VL"": 1}"
2399,,5x5,5x5-0B-ADF,ADF,0B,1,single,1,1,5x5-0B-ADF.json,1,ET_LCx3_LR_SH_SZ_UTx4_VL,"{""ET"": 1, ""LC"": 3, ""LR"": 1, ""SH"": 1, ""SZ"": 1, ""UT"": 4, ""VL"": 1}"
2400,,5x5,5x5-0B-ADG,ADG,0B,1,single,1,1,5x5-0B-ADG.json,1,DS_ET_LCx3_LR_QC_SH_UTx4,"{""DS"": 1, ""ET"": 1, ""LC"": 3, ""LR"": 1, ""QC"": 1, ""SH"": 1, ""UT"": 4}"
2401,,5x5,5x5-0B-ADH,ADH,0B,1,single,1,1,5x5-0B-ADH.json,1,DB_DS_ET_HL_LCx2_SH_UTx4_VL,"{""DB"": 1, ""DS"": 1, ""ET"": 1, ""HL"": 1, ""LC"": 2, ""SH"": 1, ""UT"": 4, ""VL"": 1}"
2402,,5x5,5x5-0B-ADI,ADI,0B,1,single,1,1,5x5-0B-ADI.json,1,DB_DS_ET_HL_LCx2_LL_SH_UTx4,"{""DB"": 1, ""DS"": 1, ""ET"": 1, ""HL"": 1, ""LC"": 2, ""LL"": 1, ""SH"": 1, ""UT"": 4}"
2403,,5x5,5x5-0B-ADJ,ADJ,0B,1,single,1,1,5x5-0B-ADJ.json,1,DC_ET_LC_LL_RC_SH_UTx5_VL,"{""DC"": 1, ""ET"": 1, ""LC"": 1, ""LL"": 1, ""RC"": 1, ""SH"": 1, ""UT"": 5, ""VL"": 1}"
2404,,5x5,5x5-0B-ADK,ADK,0B,1,single,1,2,5x5-0B-ADK.json,2,DB_ET_HL_LCx2_LR_QC_SH_UTx4,"{""DB"": 1, ""ET"": 1, ""HL"": 1, ""LC"": 2, ""LR"": 1, ""QC"": 1, ""SH"": 1, ""UT"": 4}"
2405,,5x5,5x5-0B-ADL,ADL,0B,1,single,1,1,5x5-0B-ADL.json,1,DB_ET_HL_LCx2_QC_SH_SS_UTx4,"{""DB"": 1, ""ET"": 1, ""HL"": 1, ""LC"": 2, ""QC"": 1, ""SH"": 1, ""SS"": 1, ""UT"": 4}"
2406,,5x5,5x5-0B-ADM,ADM,0B,1,single,1,4,5x5-0B-ADM.json,4,DB_ET_LCx2_LR_QC_SH_UTx4_VL,"{""DB"": 1, ""ET"": 1, ""LC"": 2, ""LR"": 1, ""QC"": 1, ""SH"": 1, ""UT"": 4, ""VL"": 1}"
2407,,5x5,5x5-0B-ADN,ADN,0B,1,single,1,4,5x5-0B-ADN.json,4,DB_ET_LCx2_LLx2_SH_SZ_UTx4,"{""DB"": 1, ""ET"": 1, ""LC"": 2, ""LL"": 2, ""SH"": 1, ""SZ"": 1, ""UT"": 4}"
2408,,5x5,5x5-0B-ADO,ADO,0B,1,single,1,3,5x5-0B-ADO.json,3,DB_ET_LCx2_LL_LR_SH_SS_UTx4,"{""DB"": 1, ""ET"": 1, ""LC"": 2, ""LL"": 1, ""LR"": 1, ""SH"": 1, ""SS"": 1, ""UT"": 4}"
2409,,5x5,5x5-0B-ADP,ADP,0B,1,single,1,2,5x5-0B-ADP.json,2,DB_ET_LCx2_LL_LR_SH_SZ_UTx4,"{""DB"": 1, ""ET"": 1, ""LC"": 2, ""LL"": 1, ""LR"": 1, ""SH"": 1, ""SZ"": 1, ""UT"": 4}"
2410,,5x5,5x5-0B-ADQ,ADQ,0B,1,single,1,1,5x5-0B-ADQ.json,1,DB_DS_ET_LCx2_LRx2_SH_UTx4,"{""DB"": 1, ""DS"": 1, ""ET"": 1, ""LC"": 2, ""LR"": 2, ""SH"": 1, ""UT"": 4}"
2411,,5x5,5x5-0B-ADR,ADR,0B,1,single,1,2,5x5-0B-ADR.json,2,DB_ET_LCx2_LR_QC_SH_SZ_UTx4,"{""DB"": 1, ""ET"": 1, ""LC"": 2, ""LR"": 1, ""QC"": 1, ""SH"": 1, ""SZ"": 1, ""UT"": 4}"
2412,,5x5,5x5-0B-ADS,ADS,0B,1,single,1,1,5x5-0B-ADS.json,1,DB_DC_ET_LCx2_LR_SH_SZ_UTx4,"{""DB"": 1, ""DC"": 1, ""ET"": 1, ""LC"": 2, ""LR"": 1, ""SH"": 1, ""SZ"": 1, ""UT"": 4}"
2413,,5x5,5x5-0B-ADT,ADT,0B,1,single,1,4,5x5-0B-ADT.json,4,DS_ET_LC_RC_SH_SS_UTx5_VL,"{""DS"": 1, ""ET"": 1, ""LC"": 1, ""RC"": 1, ""SH"": 1, ""SS"": 1, ""UT"": 5, ""VL"": 1}"
2414,,5x5,5x5-0B-ADU,ADU,0B,1,single,1,1,5x5-0B-ADU.json,1,DB_DS_ET_LCx2_LR_QC_SH_UTx4,"{""DB"": 1, ""DS"": 1, ""ET"": 1, ""LC"": 2, ""LR"": 1, ""QC"": 1, ""SH"": 1, ""UT"": 4}"
2415,,5x5,5x5-0B-ADV,ADV,0B,1,single,1,1,5x5-0B-ADV.json,1,ET_HLx2_LCx2_LL_SH_SS_UTx4,"{""ET"": 1, ""HL"": 2, ""LC"": 2, ""LL"": 1, ""SH"": 1, ""SS"": 1, ""UT"": 4}"
2416,,5x5,5x5-0B-ADW,ADW,0B,1,single,1,2,5x5-0B-ADW.json,2,ET_HLx2_LCx2_LR_SH_SZ_UTx4,"{""ET"": 1, ""HL"": 2, ""LC"": 2, ""LR"": 1, ""SH"": 1, ""SZ"": 1, ""UT"": 4}"
2417,,5x5,5x5-0B-ADX,ADX,0B,1,single,1,1,5x5-0B-ADX.json,1,DC_ET_HLx2_LCx2_LR_SH_UTx4,"{""DC"": 1, ""ET"": 1, ""HL"": 2, ""LC"": 2, ""LR"": 1, ""SH"": 1, ""UT"": 4}"
2418,,5x5,5x5-0B-ADY,ADY,0B,1,single,1,1,5x5-0B-ADY.json,1,ET_HLx2_LCx2_QCx2_SH_UTx4,"{""ET"": 1, ""HL"": 2, ""LC"": 2, ""QC"": 2, ""SH"": 1, ""UT"": 4}"
2419,,5x5,5x5-0B-ADZ,ADZ,0B,1,single,1,2,5x5-0B-ADZ.json,2,ET_HL_LCx2_QC_SH_UTx4_VLx2,"{""ET"": 1, ""HL"": 1, ""LC"": 2, ""QC"": 1, ""SH"": 1, ""UT"": 4, ""VL"": 2}"
2420,,5x5,5x5-0B-AEA,AEA,0B,1,single,1,2,5x5-0B-AEA.json,2,DC_ET_LC_QC_RC_SH_UTx5_VL,"{""DC"": 1, ""ET"": 1, ""LC"": 1, ""QC"": 1, ""RC"": 1, ""SH"": 1, ""UT"": 5, ""VL"": 1}"
2421,,5x5,5x5-0B-AEB,AEB,0B,1,single,1,1,5x5-0B-AEB.json,1,ET_HL_LCx2_LL_SH_SS_UTx4_VL,"{""ET"": 1, ""HL"": 1, ""LC"": 2, ""LL"": 1, ""SH"": 1, ""SS"": 1, ""UT"": 4, ""VL"": 1}"
2422,,5x5,5x5-0B-AEC,AEC,0B,1,single,1,4,5x5-0B-AEC.json,4,ET_HL_LCx2_LL_QC_SH_UTx4_VL,"{""ET"": 1, ""HL"": 1, ""LC"": 2, ""LL"": 1, ""QC"": 1, ""SH"": 1, ""UT"": 4, ""VL"": 1}"
2423,,5x5,5x5-0B-AED,AED,0B,1,single,1,2,5x5-0B-AED.json,2,ET_HL_LCx2_LR_SH_SZ_UTx4_VL,"{""ET"": 1, ""HL"": 1, ""LC"": 2, ""LR"": 1, ""SH"": 1, ""SZ"": 1, ""UT"": 4, ""VL"": 1}"
2424,,5x5,5x5-0B-AEE,AEE,0B,1,single,1,3,5x5-0B-AEE.json,3,DS_ET_HL_LCx2_LR_SH_UTx4_VL,"{""DS"": 1, ""ET"": 1, ""HL"": 1, ""LC"": 2, ""LR"": 1, ""SH"": 1, ""UT"": 4, ""VL"": 1}"
2425,,5x5,5x5-0B-AEF,AEF,0B,1,single,1,5,5x5-0B-AEF.json,5,ET_HL_LCx2_SH_SS_SZ_UTx4_VL,"{""ET"": 1, ""HL"": 1, ""LC"": 2, ""SH"": 1, ""SS"": 1, ""SZ"": 1, ""UT"": 4, ""VL"": 1}"
2426,,5x5,5x5-0B-AEG,AEG,0B,1,single,1,4,5x5-0B-AEG.json,4,ET_HL_LCx2_QCx2_SH_UTx4_VL,"{""ET"": 1, ""HL"": 1, ""LC"": 2, ""QC"": 2, ""SH"": 1, ""UT"": 4, ""VL"": 1}"
2427,,5x5,5x5-0B-AEH,AEH,0B,1,single,1,3,5x5-0B-AEH.json,3,ET_HL_LCx2_LLx2_SH_SZ_UTx4,"{""ET"": 1, ""HL"": 1, ""LC"": 2, ""LL"": 2, ""SH"": 1, ""SZ"": 1, ""UT"": 4}"
2428,,5x5,5x5-0B-AEI,AEI,0B,1,single,1,5,5x5-0B-AEI.json,5,ET_HL_LCx2_LL_LR_SH_SS_UTx4,"{""ET"": 1, ""HL"": 1, ""LC"": 2, ""LL"": 1, ""LR"": 1, ""SH"": 1, ""SS"": 1, ""UT"": 4}"
2429,,5x5,5x5-0B-AEJ,AEJ,0B,1,single,1,2,5x5-0B-AEJ.json,2,ET_LC_LLx2_RC_SH_SS_UTx5,"{""ET"": 1, ""LC"": 1, ""LL"": 2, ""RC"": 1, ""SH"": 1, ""SS"": 1, ""UT"": 5}"
2430,,5x5,5x5-0B-AEK,AEK,0B,1,single,1,1,5x5-0B-AEK.json,1,ET_HL_LCx2_LL_LR_QC_SH_UTx4,"{""ET"": 1, ""HL"": 1, ""LC"": 2, ""LL"": 1, ""LR"": 1, ""QC"": 1, ""SH"": 1, ""UT"": 4}"
2431,,5x5,5x5-0B-AEL,AEL,0B,1,single,1,2,5x5-0B-AEL.json,2,ET_HL_LCx2_LL_LR_SH_SZ_UTx4,"{""ET"": 1, ""HL"": 1, ""LC"": 2, ""LL"": 1, ""LR"": 1, ""SH"": 1, ""SZ"": 1, ""UT"": 4}"
2432,,5x5,5x5-0B-AEM,AEM,0B,1,single,1,3,5x5-0B-AEM.json,3,DS_ET_HL_LCx2_LL_SH_SS_UTx4,"{""DS"": 1, ""ET"": 1, ""HL"": 1, ""LC"": 2, ""LL"": 1, ""SH"": 1, ""SS"": 1, ""UT"": 4}"
2433,,5x5,5x5-0B-AEN,AEN,0B,1,single,1,2,5x5-0B-AEN.json,2,DC_ET_HL_LCx2_LL_SH_SS_UTx4,"{""DC"": 1, ""ET"": 1, ""HL"": 1, ""LC"": 2, ""LL"": 1, ""SH"": 1, ""SS"": 1, ""UT"": 4}"
2434,,5x5,5x5-0B-AEO,AEO,0B,1,single,1,1,5x5-0B-AEO.json,1,ET_HL_LCx2_LRx2_SH_SZ_UTx4,"{""ET"": 1, ""HL"": 1, ""LC"": 2, ""LR"": 2, ""SH"": 1, ""SZ"": 1, ""UT"": 4}"
2435,,5x5,5x5-0B-AEP,AEP,0B,1,single,1,1,5x5-0B-AEP.json,1,ET_HL_LCx2_LR_SH_SS_SZ_UTx4,"{""ET"": 1, ""HL"": 1, ""LC"": 2, ""LR"": 1, ""SH"": 1, ""SS"": 1, ""SZ"": 1, ""UT"": 4}"
2436,,5x5,5x5-0B-AEQ,AEQ,0B,1,single,1,1,5x5-0B-AEQ.json,1,DS_ET_HL_LCx2_LR_QC_SH_UTx4,"{""DS"": 1, ""ET"": 1, ""HL"": 1, ""LC"": 2, ""LR"": 1, ""QC"": 1, ""SH"": 1, ""UT"": 4}"
2437,,5x5,5x5-0B-AER,AER,0B,1,single,1,1,5x5-0B-AER.json,1,DC_ET_HL_LCx2_LR_QC_SH_UTx4,"{""DC"": 1, ""ET"": 1, ""HL"": 1, ""LC"": 2, ""LR"": 1, ""QC"": 1, ""SH"": 1, ""UT"": 4}"
2438,,5x5,5x5-0B-AES,AES,0B,1,single,1,1,5x5-0B-AES.json,1,DSx2_ET_HL_LCx2_QC_SH_UTx4,"{""DS"": 2, ""ET"": 1, ""HL"": 1, ""LC"": 2, ""QC"": 1, ""SH"": 1, ""UT"": 4}"
2439,,5x5,5x5-0B-AET,AET,0B,1,single,1,2,5x5-0B-AET.json,2,DS_ET_LC_LL_LR_RC_SH_UTx5,"{""DS"": 1, ""ET"": 1, ""LC"": 1, ""LL"": 1, ""LR"": 1, ""RC"": 1, ""SH"": 1, ""UT"": 5}"
2440,,5x5,5x5-0B-AEU,AEU,0B,1,single,1,2,5x5-0B-AEU.json,2,DC_DS_ET_HL_LCx2_QC_SH_UTx4,"{""DC"": 1, ""DS"": 1, ""ET"": 1, ""HL"": 1, ""LC"": 2, ""QC"": 1, ""SH"": 1, ""UT"": 4}"
2441,,5x5,5x5-0B-AEV,AEV,0B,1,single,1,3,5x5-0B-AEV.json,3,ET_LCx2_LR_SH_SZ_UTx4_VLx2,"{""ET"": 1, ""LC"": 2, ""LR"": 1, ""SH"": 1, ""SZ"": 1, ""UT"": 4, ""VL"": 2}"
2442,,5x5,5x5-0B-AEW,AEW,0B,1,single,1,1,5x5-0B-AEW.json,1,DC_ET_LCx2_LR_SH_UTx4_VLx2,"{""DC"": 1, ""ET"": 1, ""LC"": 2, ""LR"": 1, ""SH"": 1, ""UT"": 4, ""VL"": 2}"
2443,,5x5,5x5-0B-AEX,AEX,0B,1,single,1,1,5x5-0B-AEX.json,1,DS_ET_LCx2_LL_LR_SH_UTx4_VL,"{""DS"": 1, ""ET"": 1, ""LC"": 2, ""LL"": 1, ""LR"": 1, ""SH"": 1, ""UT"": 4, ""VL"": 1}"
2444,,5x5,5x5-0B-AEY,AEY,0B,1,single,1,1,5x5-0B-AEY.json,1,ET_LCx2_LR_SH_SZx2_UTx4_VL,"{""ET"": 1, ""LC"": 2, ""LR"": 1, ""SH"": 1, ""SZ"": 2, ""UT"": 4, ""VL"": 1}"
2445,,5x5,5x5-0B-AEZ,AEZ,0B,1,single,1,1,5x5-0B-AEZ.json,1,DSx2_ET_LCx2_LR_SH_UTx4_VL,"{""DS"": 2, ""ET"": 1, ""LC"": 2, ""LR"": 1, ""SH"": 1, ""UT"": 4, ""VL"": 1}"
2446,,5x5,5x5-0B-AFA,AFA,0B,1,single,1,1,5x5-0B-AFA.json,1,ET_LCx2_LR_SH_SS_SZ_UTx4_VL,"{""ET"": 1, ""LC"": 2, ""LR"": 1, ""SH"": 1, ""SS"": 1, ""SZ"": 1, ""UT"": 4, ""VL"": 1}"
2447,,5x5,5x5-0B-AFB,AFB,0B,1,single,1,1,5x5-0B-AFB.json,1,DS_ET_LC_LL_RC_SH_SZ_UTx5,"{""DS"": 1, ""ET"": 1, ""LC"": 1, ""LL"": 1, ""RC"": 1, ""SH"": 1, ""SZ"": 1, ""UT"": 5}"
2448,,5x5,5x5-0B-AFC,AFC,0B,1,single,1,2,5x5-0B-AFC.json,2,ET_LCx2_LLx2_SH_SZx2_UTx4,"{""ET"": 1, ""LC"": 2, ""LL"": 2, ""SH"": 1, ""SZ"": 2, ""UT"": 4}"
2449,,5x5,5x5-0B-AFD,AFD,0B,1,single,1,1,5x5-0B-AFD.json,1,DC_ET_LCx2_LL_LRx2_SH_UTx4,"{""DC"": 1, ""ET"": 1, ""LC"": 2, ""LL"": 1, ""LR"": 2, ""SH"": 1, ""UT"": 4}"
2450,,5x5,5x5-0B-AFE,AFE,0B,1,single,1,3,5x5-0B-AFE.json,3,ET_LCx2_LL_LR_SH_SZx2_UTx4,"{""ET"": 1, ""LC"": 2, ""LL"": 1, ""LR"": 1, ""SH"": 1, ""SZ"": 2, ""UT"": 4}"
2451,,5x5,5x5-0B-AFF,AFF,0B,1,single,1,2,5x5-0B-AFF.json,2,ET_LCx2_LL_LR_QC_SH_SZ_UTx4,"{""ET"": 1, ""LC"": 2, ""LL"": 1, ""LR"": 1, ""QC"": 1, ""SH"": 1, ""SZ"": 1, ""UT"": 4}"
2452,,5x5,5x5-0B-AFG,AFG,0B,1,single,1,1,5x5-0B-AFG.json,1,DC_ET_LCx2_LL_LR_SH_SZ_UTx4,"{""DC"": 1, ""ET"": 1, ""LC"": 2, ""LL"": 1, ""LR"": 1, ""SH"": 1, ""SZ"": 1, ""UT"": 4}"
2453,,5x5,5x5-0B-AFH,AFH,0B,1,single,1,2,5x5-0B-AFH.json,2,ET_LCx2_LL_LR_SH_SS_SZ_UTx4,"{""ET"": 1, ""LC"": 2, ""LL"": 1, ""LR"": 1, ""SH"": 1, ""SS"": 1, ""SZ"": 1, ""UT"": 4}"
2454,,5x5,5x5-0B-AFI,AFI,0B,1,single,1,1,5x5-0B-AFI.json,1,ET_LCx2_LR_SH_SS_SZx2_UTx4,"{""ET"": 1, ""LC"": 2, ""LR"": 1, ""SH"": 1, ""SS"": 1, ""SZ"": 2, ""UT"": 4}"
2455,,5x5,5x5-0B-AFJ,AFJ,0B,1,single,1,2,5x5-0B-AFJ.json,2,ET_LCx2_LR_QCx2_SH_SZ_UTx4,"{""ET"": 1, ""LC"": 2, ""LR"": 1, ""QC"": 2, ""SH"": 1, ""SZ"": 1, ""UT"": 4}"
2456,,5x5,5x5-0B-AFK,AFK,0B,1,single,1,1,5x5-0B-AFK.json,1,DC_ET_LCx2_LR_SH_SS_SZ_UTx4,"{""DC"": 1, ""ET"": 1, ""LC"": 2, ""LR"": 1, ""SH"": 1, ""SS"": 1, ""SZ"": 1, ""UT"": 4}"
2457,,5x5,5x5-0B-AFL,AFL,0B,1,single,1,2,5x5-0B-AFL.json,2,DC_ET_LCx2_QC_SH_SZx2_UTx4,"{""DC"": 1, ""ET"": 1, ""LC"": 2, ""QC"": 1, ""SH"": 1, ""SZ"": 2, ""UT"": 4}"
2458,,5x5,5x5-0B-AFM,AFM,0B,1,single,1,1,5x5-0B-AFM.json,1,DCx2_DSx2_ET_LCx2_SH_UTx4,"{""DC"": 2, ""DS"": 2, ""ET"": 1, ""LC"": 2, ""SH"": 1, ""UT"": 4}"
2459,,5x5,5x5-0B-AFN,AFN,0B,1,single,1,1,5x5-0B-AFN.json,1,DBx2_DS_ET_LC_LR_SH_UTx4_VL,"{""DB"": 2, ""DS"": 1, ""ET"": 1, ""LC"": 1, ""LR"": 1, ""SH"": 1, ""UT"": 4, ""VL"": 1}"
2460,,5x5,5x5-0B-AFO,AFO,0B,1,single,1,2,5x5-0B-AFO.json,2,DBx2_DSx2_ET_LC_SH_UTx4_VL,"{""DB"": 2, ""DS"": 2, ""ET"": 1, ""LC"": 1, ""SH"": 1, ""UT"": 4, ""VL"": 1}"
2461,,5x5,5x5-0B-AFP,AFP,0B,1,single,1,1,5x5-0B-AFP.json,1,DBx2_DSx2_ET_LC_SH_SZ_UTx4,"{""DB"": 2, ""DS"": 2, ""ET"": 1, ""LC"": 1, ""SH"": 1, ""SZ"": 1, ""UT"": 4}"
2462,,5x5,5x5-0B-AFQ,AFQ,0B,1,single,1,1,5x5-0B-AFQ.json,1,DB_ET_HLx2_LC_SH_SS_UTx4_VL,"{""DB"": 1, ""ET"": 1, ""HL"": 2, ""LC"": 1, ""SH"": 1, ""SS"": 1, ""UT"": 4, ""VL"": 1}"
2463,,5x5,5x5-0B-AFR,AFR,0B,1,single,1,1,5x5-0B-AFR.json,1,DC_ET_LC_LL_RC_SH_SS_UTx5,"{""DC"": 1, ""ET"": 1, ""LC"": 1, ""LL"": 1, ""RC"": 1, ""SH"": 1, ""SS"": 1, ""UT"": 5}"
2464,,5x5,5x5-0B-AFS,AFS,0B,1,single,1,1,5x5-0B-AFS.json,1,DB_ET_HLx2_LC_LL_SH_SS_UTx4,"{""DB"": 1, ""ET"": 1, ""HL"": 2, ""LC"": 1, ""LL"": 1, ""SH"": 1, ""SS"": 1, ""UT"": 4}"
2465,,5x5,5x5-0B-AFT,AFT,0B,1,single,1,2,5x5-0B-AFT.json,2,DB_DS_ET_HLx2_LC_LR_SH_UTx4,"{""DB"": 1, ""DS"": 1, ""ET"": 1, ""HL"": 2, ""LC"": 1, ""LR"": 1, ""SH"": 1, ""UT"": 4}"
2466,,5x5,5x5-0B-AFU,AFU,0B,1,single,1,1,5x5-0B-AFU.json,1,DB_ET_HL_LC_SH_SZ_UTx4_VLx2,"{""DB"": 1, ""ET"": 1, ""HL"": 1, ""LC"": 1, ""SH"": 1, ""SZ"": 1, ""UT"": 4, ""VL"": 2}"
2467,,5x5,5x5-0B-AFV,AFV,0B,1,single,1,1,5x5-0B-AFV.json,1,DB_ET_HL_LC_SH_SS_UTx4_VLx2,"{""DB"": 1, ""ET"": 1, ""HL"": 1, ""LC"": 1, ""SH"": 1, ""SS"": 1, ""UT"": 4, ""VL"": 2}"
2468,,5x5,5x5-0B-AFW,AFW,0B,1,single,1,3,5x5-0B-AFW.json,3,DB_ET_HL_LC_LL_SH_SS_UTx4_VL,"{""DB"": 1, ""ET"": 1, ""HL"": 1, ""LC"": 1, ""LL"": 1, ""SH"": 1, ""SS"": 1, ""UT"": 4, ""VL"": 1}"
2469,,5x5,5x5-0B-AFX,AFX,0B,1,single,1,4,5x5-0B-AFX.json,4,DB_DS_ET_HL_LC_LL_SH_UTx4_VL,"{""DB"": 1, ""DS"": 1, ""ET"": 1, ""HL"": 1, ""LC"": 1, ""LL"": 1, ""SH"": 1, ""UT"": 4, ""VL"": 1}"
2470,,5x5,5x5-0B-AFY,AFY,0B,1,single,1,2,5x5-0B-AFY.json,2,DS_ET_LC_LL_RC_SH_SS_UTx5,"{""DS"": 1, ""ET"": 1, ""LC"": 1, ""LL"": 1, ""RC"": 1, ""SH"": 1, ""SS"": 1, ""UT"": 5}"
2471,,5x5,5x5-0B-AFZ,AFZ,0B,1,single,1,4,5x5-0B-AFZ.json,4,DB_DS_ET_HL_LC_LR_SH_UTx4_VL,"{""DB"": 1, ""DS"": 1, ""ET"": 1, ""HL"": 1, ""LC"": 1, ""LR"": 1, ""SH"": 1, ""UT"": 4, ""VL"": 1}"
2472,,5x5,5x5-0B-AGA,AGA,0B,1,single,1,3,5x5-0B-AGA.json,3,DB_ET_HL_LC_SH_SS_SZ_UTx4_VL,"{""DB"": 1, ""ET"": 1, ""HL"": 1, ""LC"": 1, ""SH"": 1, ""SS"": 1, ""SZ"": 1, ""UT"": 4, ""VL"": 1}"
2473,,5x5,5x5-0B-AGB,AGB,0B,1,single,1,1,5x5-0B-AGB.json,1,DB_ET_HL_LC_LR_QC_SH_UTx4_VL,"{""DB"": 1, ""ET"": 1, ""HL"": 1, ""LC"": 1, ""LR"": 1, ""QC"": 1, ""SH"": 1, ""UT"": 4, ""VL"": 1}"
2474,,5x5,5x5-0B-AGC,AGC,0B,1,single,1,4,5x5-0B-AGC.json,4,DB_ET_HL_LC_QC_SH_SZ_UTx4_VL,"{""DB"": 1, ""ET"": 1, ""HL"": 1, ""LC"": 1, ""QC"": 1, ""SH"": 1, ""SZ"": 1, ""UT"": 4, ""VL"": 1}"
2475,,5x5,5x5-0B-AGD,AGD,0B,1,single,1,2,5x5-0B-AGD.json,2,DB_DC_ET_HL_LC_SH_SS_UTx4_VL,"{""DB"": 1, ""DC"": 1, ""ET"": 1, ""HL"": 1, ""LC"": 1, ""SH"": 1, ""SS"": 1, ""UT"": 4, ""VL"": 1}"
2476,T,5x5,5x5-0B-AGE,AGE,0B,1,single,1,3,5x5-0B-AGE.json,3,DB_ET_HL_LC_LL_LR_SH_SZ_UTx4,"{""DB"": 1, ""ET"": 1, ""HL"": 1, ""LC"": 1, ""LL"": 1, ""LR"": 1, ""SH"": 1, ""SZ"": 1, ""UT"": 4}"
2477,,5x5,5x5-0B-AGF,AGF,0B,1,single,1,2,5x5-0B-AGF.json,2,DB_DS_ET_HL_LC_LL_SH_SZ_UTx4,"{""DB"": 1, ""DS"": 1, ""ET"": 1, ""HL"": 1, ""LC"": 1, ""LL"": 1, ""SH"": 1, ""SZ"": 1, ""UT"": 4}"
